0	-65
0.0125	-51.3956
0.025	-51.0463
0.0375	-50.9145
0.05	-50.8063
0.0625	-50.7151
0.075	-50.6367
0.0875	-50.5677
0.1	-50.5051
0.1125	-50.4468
0.125	-50.3914
0.1375	-50.3376
0.15	-50.2845
0.1625	-50.2314
0.175	-50.1777
0.1875	-50.123
0.2	-50.0669
0.2125	-50.0093
0.225	-49.9499
0.2375	-49.8887
0.25	-49.8255
0.2625	-49.7602
0.275	-49.693
0.2875	-49.6237
0.3	-49.5525
0.3125	-49.4794
0.325	-49.4045
0.3375	-49.3277
0.35	-49.2494
0.3625	-49.1694
0.375	-49.0879
0.3875	-49.0051
0.4	-48.921
0.4125	-48.8358
0.425	-48.7494
0.4375	-48.6622
0.45	-48.5741
0.4625	-48.4852
0.475	-48.3957
0.4875	-48.3056
0.5	-48.2151
0.5125	-48.1242
0.525	-48.033
0.5375	-47.9417
0.55	-47.8501
0.5625	-47.7586
0.575	-47.6671
0.5875	-47.5756
0.6	-47.4843
0.6125	-47.3933
0.625	-47.3025
0.6375	-47.212
0.65	-47.1218
0.6625	-47.0321
0.675	-46.9429
0.6875	-46.8541
0.7	-46.7659
0.7125	-46.6782
0.725	-46.5911
0.7375	-46.5046
0.75	-46.4188
0.7625	-46.3337
0.775	-46.2492
0.7875	-46.1655
0.8	-46.0825
0.8125	-46.0002
0.825	-45.9187
0.8375	-45.838
0.85	-45.758
0.8625	-45.6788
0.875	-45.6004
0.8875	-45.5229
0.9	-45.4461
0.9125	-45.3701
0.925	-45.295
0.9375	-45.2207
0.95	-45.1472
0.9625	-45.0745
0.975	-45.0026
0.9875	-44.9316
1	-44.8613
1.0125	-44.7919
1.025	-44.7233
1.0375	-44.6555
1.05	-44.5885
1.0625	-44.5223
1.075	-44.4569
1.0875	-44.3923
1.1	-44.3285
1.1125	-44.2655
1.125	-44.2032
1.1375	-44.1417
1.15	-44.0809
1.1625	-44.021
1.175	-43.9617
1.1875	-43.9032
1.2	-43.8455
1.2125	-43.7884
1.225	-43.7321
1.2375	-43.6765
1.25	-43.6216
1.2625	-43.5674
1.275	-43.5139
1.2875	-43.4611
1.3	-43.4089
1.3125	-43.3575
1.325	-43.3066
1.3375	-43.2565
1.35	-43.2069
1.3625	-43.158
1.375	-43.1098
1.3875	-43.0621
1.4	-43.0151
1.4125	-42.9687
1.425	-42.9228
1.4375	-42.8776
1.45	-42.8329
1.4625	-42.7889
1.475	-42.7453
1.4875	-42.7024
1.5	-42.66
1.5125	-42.6181
1.525	-42.5768
1.5375	-42.536
1.55	-42.4957
1.5625	-42.456
1.575	-42.4167
1.5875	-42.378
1.6	-42.3397
1.6125	-42.302
1.625	-42.2647
1.6375	-42.2279
1.65	-42.1915
1.6625	-42.1556
1.675	-42.1202
1.6875	-42.0852
1.7	-42.0506
1.7125	-42.0165
1.725	-41.9828
1.7375	-41.9496
1.75	-41.9167
1.7625	-41.8843
1.775	-41.8523
1.7875	-41.8206
1.8	-41.7894
1.8125	-41.7585
1.825	-41.728
1.8375	-41.6979
1.85	-41.6681
1.8625	-41.6387
1.875	-41.6097
1.8875	-41.581
1.9	-41.5527
1.9125	-41.5246
1.925	-41.497
1.9375	-41.4696
1.95	-41.4426
1.9625	-41.4158
1.975	-41.3894
1.9875	-41.3633
2	-41.3375
2.0125	-41.312
2.025	-41.2868
2.0375	-41.2618
2.05	-41.2371
2.0625	-41.2127
2.075	-41.1886
2.0875	-41.1648
2.1	-41.1412
2.1125	-41.1178
2.125	-41.0947
2.1375	-41.0719
2.15	-41.0492
2.1625	-41.0269
2.175	-41.0047
2.1875	-40.9828
2.2	-40.9611
2.2125	-40.9397
2.225	-40.9184
2.2375	-40.8974
2.25	-40.8765
2.2625	-40.8559
2.275	-40.8354
2.2875	-40.8152
2.3	-40.7951
2.3125	-40.7752
2.325	-40.7555
2.3375	-40.736
2.35	-40.7166
2.3625	-40.6974
2.375	-40.6784
2.3875	-40.6595
2.4	-40.6407
2.4125	-40.6221
2.425	-40.6036
2.4375	-40.5853
2.45	-40.5671
2.4625	-40.549
2.475	-40.5311
2.4875	-40.5132
2.5	-40.4955
2.5125	-40.4779
2.525	-40.4604
2.5375	-40.443
2.55	-40.4257
2.5625	-40.4085
2.575	-40.3913
2.5875	-40.3743
2.6	-40.3573
2.6125	-40.3404
2.625	-40.3236
2.6375	-40.3068
2.65	-40.2901
2.6625	-40.2735
2.675	-40.2569
2.6875	-40.2404
2.7	-40.2239
2.7125	-40.2074
2.725	-40.191
2.7375	-40.1746
2.75	-40.1582
2.7625	-40.1419
2.775	-40.1255
2.7875	-40.1092
2.8	-40.0929
2.8125	-40.0766
2.825	-40.0602
2.8375	-40.0439
2.85	-40.0276
2.8625	-40.0112
2.875	-39.9948
2.8875	-39.9784
2.9	-39.9619
2.9125	-39.9455
2.925	-39.9289
2.9375	-39.9123
2.95	-39.8956
2.9625	-39.8789
2.975	-39.8621
2.9875	-39.8452
3	-39.8283
3.0125	-39.8112
3.025	-39.794
3.0375	-39.7768
3.05	-39.7594
3.0625	-39.7419
3.075	-39.7243
3.0875	-39.7065
3.1	-39.6886
3.1125	-39.6705
3.125	-39.6523
3.1375	-39.6339
3.15	-39.6153
3.1625	-39.5966
3.175	-39.5777
3.1875	-39.5585
3.2	-39.5392
3.2125	-39.5197
3.225	-39.4999
3.2375	-39.4799
3.25	-39.4596
3.2625	-39.4392
3.275	-39.4184
3.2875	-39.3974
3.3	-39.3761
3.3125	-39.3545
3.325	-39.3326
3.3375	-39.3104
3.35	-39.2878
3.3625	-39.265
3.375	-39.2418
3.3875	-39.2182
3.4	-39.1943
3.4125	-39.1699
3.425	-39.1452
3.4375	-39.1201
3.45	-39.0945
3.4625	-39.0685
3.475	-39.0421
3.4875	-39.0152
3.5	-38.9878
3.5125	-38.9598
3.525	-38.9314
3.5375	-38.9024
3.55	-38.8729
3.5625	-38.8428
3.575	-38.8121
3.5875	-38.7808
3.6	-38.7489
3.6125	-38.7163
3.625	-38.683
3.6375	-38.6491
3.65	-38.6144
3.6625	-38.579
3.675	-38.5428
3.6875	-38.5058
3.7	-38.468
3.7125	-38.4294
3.725	-38.3899
3.7375	-38.3495
3.75	-38.3081
3.7625	-38.2658
3.775	-38.2225
3.7875	-38.1782
3.8	-38.1328
3.8125	-38.0863
3.825	-38.0386
3.8375	-37.9898
3.85	-37.9398
3.8625	-37.8885
3.875	-37.8359
3.8875	-37.7819
3.9	-37.7266
3.9125	-37.6698
3.925	-37.6115
3.9375	-37.5517
3.95	-37.4902
3.9625	-37.4271
3.975	-37.3623
3.9875	-37.2956
4	-37.2271
4.0125	-37.1567
4.025	-37.0842
4.0375	-37.0097
4.05	-36.933
4.0625	-36.8541
