664.84	783.39	911.58	1045.9	1184.2	1325.3	1469.3
696.89	810.77	935.22	1066.5	1202.5	1341.7	1484.1
614.56	741.19	875.59	1014.7	1156.7	1300.8	1447.3
832.41	929.83	1040.1	1159.6	1285.8	1416.8	1552.4
547.7	686.78	830.03	975.63	1122.6	1270.6	1420.2
699.27	812.81	936.99	1068.1	1203.9	1342.9	1485.2
536.42	677.81	822.63	969.33	1117.2	1265.8	1415.9
686.43	801.79	927.45	1059.7	1196.5	1336.3	1479.2
605.47	733.68	869.24	1009.2	1151.9	1296.6	1443.4
507.1	654.86	803.82	953.42	1103.4	1253.6	1405
547.78	686.84	830.09	975.67	1122.7	1270.6	1420.2
711.21	823.11	945.94	1076	1210.9	1349.2	1490.9
585.35	717.16	855.34	997.25	1141.5	1287.3	1435.1
581.27	713.84	852.56	994.86	1139.4	1285.4	1433.5
597.89	727.43	863.97	1004.7	1148	1293	1440.3
641.84	763.97	894.95	1031.4	1171.5	1313.9	1459.1
703.6	816.54	940.23	1070.9	1206.4	1345.2	1487.3
699.65	813.14	937.28	1068.4	1204.1	1343.1	1485.4
654.29	774.46	903.92	1039.2	1178.3	1320.1	1464.6
665.33	783.81	911.95	1046.2	1184.5	1325.6	1469.6
694.47	808.68	933.41	1065	1201.1	1340.4	1483
689.6	804.51	929.8	1061.8	1198.3	1337.9	1480.7
805.87	906.15	1019	1140.7	1268.8	1401.4	1538.3
497.39	647.37	797.73	948.3	1099	1249.7	1401.6
594.39	724.56	861.56	1002.6	1146.2	1291.4	1438.8
680.55	796.77	923.11	1055.9	1193.1	1333.3	1476.5
504.75	653.04	802.34	952.17	1102.3	1252.7	1404.2
619.05	744.93	878.75	1017.4	1159.1	1303	1449.2
516.5	662.16	809.78	958.46	1107.8	1257.5	1408.4
828.17	926.04	1036.7	1156.6	1283.1	1414.3	1550.1
539.48	680.24	824.63	971.03	1118.7	1267.1	1417
596.09	725.96	862.73	1003.6	1147	1292.2	1439.5
613.16	740.03	874.61	1013.8	1156	1300.2	1446.7
502.55	651.34	800.96	951.01	1101.3	1251.8	1403.4
709	821.2	944.28	1074.5	1209.6	1348	1489.8
707.91	820.26	943.46	1073.8	1208.9	1347.4	1489.3
708.47	820.74	943.88	1074.1	1209.3	1347.7	1489.6
598.74	728.14	864.56	1005.2	1148.4	1293.4	1440.6
553.97	691.78	834.18	979.15	1125.7	1273.3	1422.6
627.81	752.22	884.94	1022.7	1163.8	1307.1	1453
609.57	737.06	872.09	1011.7	1154.1	1298.5	1445.2
679.68	796.02	922.47	1055.4	1192.6	1332.8	1476.1
817.62	916.62	1028.3	1149.1	1276.3	1408.2	1544.5
703.59	816.53	940.22	1070.9	1206.4	1345.2	1487.3
584.7	716.63	854.9	996.87	1141.2	1287	1434.9
605.72	733.88	869.41	1009.3	1152.1	1296.7	1443.6
668.58	786.57	914.32	1048.3	1186.3	1327.2	1471
579.13	712.09	851.1	993.61	1138.3	1284.5	1432.6
567.46	702.64	843.2	986.86	1132.4	1279.2	1427.9
698.2	811.89	936.19	1067.4	1203.3	1342.4	1484.7
500.75	649.95	799.83	950.06	1100.5	1251.1	1402.7
601.47	730.38	866.45	1006.8	1149.8	1294.7	1441.8
586.7	718.26	856.26	998.04	1142.2	1287.9	1435.7
726.48	836.34	957.47	1086.1	1219.9	1357.3	1498.2
493.8	644.61	795.5	946.42	1097.4	1248.3	1400.3
719.54	830.31	952.21	1081.5	1215.8	1353.6	1494.9
510.54	657.52	805.99	955.26	1105	1255	1406.3
681.46	797.54	923.78	1056.5	1193.6	1333.7	1476.9
598.2	727.69	864.19	1004.8	1148.1	1293.2	1440.4
523.29	667.47	814.13	962.13	1110.9	1260.3	1411
556.03	693.43	835.55	980.32	1126.7	1274.2	1423.4
532.27	674.53	819.93	967.04	1115.2	1264	1414.3
642.89	764.85	895.7	1032.1	1172	1314.4	1459.5
753.26	859.7	977.94	1104.2	1236	1371.8	1511.4
564.37	700.14	841.12	985.08	1130.9	1277.9	1426.7
754.92	861.15	979.22	1105.3	1237	1372.7	1512.2
611.73	738.85	873.61	1013	1155.2	1299.5	1446.1
678.45	794.97	921.56	1054.6	1191.9	1332.2	1475.5
666.7	784.97	912.94	1047.1	1185.3	1326.3	1470.2
712.35	824.09	946.79	1076.7	1211.5	1349.8	1491.4
589.3	720.39	858.05	999.57	1143.5	1289.1	1436.7
650.6	771.34	901.26	1036.9	1176.3	1318.2	1463
566.27	701.67	842.4	986.17	1131.8	1278.7	1427.4
611.45	738.62	873.41	1012.8	1155.1	1299.4	1446
697.9	811.64	935.97	1067.2	1203.1	1342.2	1484.6
558.83	695.68	837.41	981.91	1128.1	1275.4	1424.5
697.66	811.43	935.79	1067.1	1203	1342.1	1484.5
644.47	766.18	896.84	1033.1	1172.9	1315.2	1460.2
533.64	675.62	820.82	967.8	1115.9	1264.6	1414.8
560.32	696.88	838.41	982.76	1128.9	1276.1	1425.1
507.55	655.21	804.11	953.66	1103.6	1253.8	1405.2
661.39	780.47	909.07	1043.7	1182.3	1323.6	1467.8
739.3	847.5	967.23	1094.7	1227.6	1364.2	1504.5
556.75	694.01	836.03	980.73	1127.1	1274.5	1423.7
525.62	669.3	815.63	963.4	1112	1261.2	1411.8
674.73	791.8	918.82	1052.2	1189.8	1330.3	1473.8
646.55	767.93	898.33	1034.4	1174	1316.2	1461.2
580.79	713.44	852.23	994.57	1139.2	1285.2	1433.3
527.03	670.41	816.54	964.17	1112.7	1261.8	1412.3
519.98	664.88	812.01	960.34	1109.4	1258.9	1409.7
608.76	736.39	871.53	1011.2	1153.7	1298.1	1444.8
587.29	718.75	856.67	998.39	1142.5	1288.2	1435.9
605.31	733.54	869.12	1009.1	1151.9	1296.5	1443.4
620.83	746.4	880	1018.5	1160.1	1303.8	1450
625.55	750.33	883.34	1021.4	1162.6	1306	1452
655.6	775.56	904.87	1040	1179.1	1320.7	1465.2
667.57	785.71	913.58	1047.6	1185.8	1326.7	1470.6
597.84	727.39	863.94	1004.6	1147.9	1293	1440.3
667.45	785.6	913.49	1047.5	1185.7	1326.6	1470.5
670.42	788.13	915.66	1049.4	1187.4	1328.1	1471.9
646.3	767.72	898.15	1034.2	1173.9	1316.1	1461
548.33	687.28	830.45	975.98	1123	1270.9	1420.4
506.38	654.3	803.37	953.04	1103.1	1253.3	1404.8
580.59	713.28	852.09	994.46	1139.1	1285.1	1433.2
561.19	697.59	839	983.26	1129.3	1276.5	1425.4
557.58	694.68	836.58	981.21	1127.5	1274.9	1424
601.88	730.72	866.74	1007	1150.1	1294.9	1441.9
652.77	773.17	902.82	1038.3	1177.5	1319.3	1463.9
757.38	863.32	981.13	1107	1238.5	1374.1	1513.5
536.22	677.66	822.5	969.23	1117.1	1265.7	1415.8
597.46	727.08	863.68	1004.4	1147.7	1292.8	1440.1
573	707.12	846.94	990.05	1135.2	1281.7	1430.1
661.3	780.39	909.01	1043.6	1182.2	1323.5	1467.7
742.38	850.19	969.59	1096.8	1229.4	1365.9	1506
736.23	844.82	964.89	1092.7	1225.7	1362.5	1503
570.93	705.44	845.54	988.85	1134.2	1280.8	1429.3
574.01	707.94	847.62	990.63	1135.7	1282.2	1430.5
654.88	774.96	904.35	1039.6	1178.7	1320.4	1464.9
618.11	744.14	878.08	1016.8	1158.6	1302.5	1448.8
565.43	701	841.83	985.69	1131.4	1278.3	1427.1
625.72	750.48	883.46	1021.5	1162.7	1306.1	1452.1
529.92	672.68	818.41	965.75	1114.1	1263	1413.4
683.7	799.46	925.43	1058	1194.9	1334.9	1478
736.06	844.68	964.76	1092.5	1225.6	1362.4	1502.9
573.3	707.36	847.14	990.22	1135.4	1281.8	1430.3
532.76	674.93	820.25	967.32	1115.4	1264.2	1414.5
575.87	709.44	848.88	991.71	1136.7	1283	1431.3
721.57	832.07	953.75	1082.8	1217	1354.7	1495.9
648.45	769.53	899.7	1035.5	1175.1	1317.2	1462
635.84	758.93	890.65	1027.7	1168.2	1311	1456.4
678.2	794.76	921.37	1054.4	1191.8	1332.1	1475.4
586.63	718.21	856.22	998	1142.1	1287.9	1435.6
497.69	647.6	797.92	948.45	1099.1	1249.9	1401.7
568.34	703.35	843.79	987.36	1132.9	1279.6	1428.3
668.61	786.59	914.34	1048.3	1186.3	1327.2	1471.1
666.4	784.71	912.72	1046.9	1185.1	1326.1	1470
689.41	804.34	929.66	1061.7	1198.2	1337.8	1480.6
639.48	761.99	893.26	1030	1170.2	1312.8	1458
651.31	771.94	901.77	1037.3	1176.7	1318.6	1463.3
513.5	659.82	807.87	956.84	1106.4	1256.2	1407.3
599.6	728.84	865.15	1005.7	1148.9	1293.8	1441
575.84	709.42	848.86	991.7	1136.6	1283	1431.3
585.56	717.33	855.49	997.37	1141.6	1287.4	1435.2
496.94	647.02	797.45	948.06	1098.8	1249.6	1401.4
720.42	831.08	952.88	1082.1	1216.3	1354.1	1495.3
724.54	834.65	956	1084.8	1218.7	1356.2	1497.3
661.59	780.63	909.22	1043.8	1182.4	1323.7	1467.9
747.16	854.36	973.25	1100	1232.3	1368.5	1508.4
652.73	773.14	902.79	1038.2	1177.5	1319.3	1463.9
628.48	752.78	885.42	1023.2	1164.2	1307.5	1453.3
590.59	721.45	858.94	1000.3	1144.2	1289.7	1437.3
519.83	664.76	811.91	960.26	1109.3	1258.8	1409.7
665.43	783.89	912.02	1046.3	1184.6	1325.6	1469.6
831.62	929.13	1039.5	1159.1	1285.3	1416.3	1551.9
631.08	754.95	887.26	1024.8	1165.6	1308.7	1454.4
551.06	689.46	832.25	977.52	1124.3	1272.1	1421.5
655.17	775.2	904.55	1039.8	1178.8	1320.5	1465
810.42	910.2	1022.6	1144	1271.7	1404	1540.7
595.68	725.62	862.45	1003.3	1146.8	1292	1439.4
746.26	853.57	972.56	1099.4	1231.8	1368	1507.9
646.24	767.67	898.11	1034.2	1173.9	1316.1	1461
818.28	917.2	1028.9	1149.5	1276.7	1408.6	1544.8
497.86	647.73	798.02	948.54	1099.2	1249.9	1401.7
663.05	781.87	910.28	1044.8	1183.2	1324.4	1468.5
587.15	718.63	856.58	998.3	1142.4	1288.1	1435.9
573.78	707.75	847.47	990.5	1135.6	1282.1	1430.4
765.8	870.71	987.63	1112.8	1243.7	1378.7	1517.7
508.34	655.81	804.6	954.08	1104	1254.1	1405.5
594.98	725.05	861.96	1002.9	1146.5	1291.7	1439.1
796.27	897.62	1011.4	1134	1262.7	1395.9	1533.3
620.57	746.18	879.82	1018.3	1159.9	1303.7	1449.8
639.45	761.96	893.24	1029.9	1170.2	1312.8	1458
700.26	813.67	937.73	1068.8	1204.5	1343.4	1485.7
751.89	858.5	976.89	1103.3	1235.2	1371.1	1510.7
631.22	755.06	887.36	1024.8	1165.7	1308.8	1454.4
684.53	800.17	926.05	1058.5	1195.4	1335.3	1478.4
535.82	677.34	822.24	969.01	1116.9	1265.5	1415.6
751.52	858.18	976.6	1103	1235	1370.9	1510.5
665.13	783.64	911.8	1046.1	1184.4	1325.5	1469.5
614.64	741.26	875.65	1014.7	1156.8	1300.9	1447.3
550.64	689.13	831.98	977.28	1124.1	1271.9	1421.3
812.59	912.13	1024.3	1145.5	1273.1	1405.3	1541.8
824.13	922.43	1033.5	1153.7	1280.5	1412	1547.9
576.41	709.88	849.25	992.02	1136.9	1283.2	1431.5
755.23	861.43	979.46	1105.5	1237.2	1372.9	1512.4
571.94	706.26	846.22	989.43	1134.7	1281.2	1429.7
583.46	715.62	854.05	996.14	1140.5	1286.4	1434.4
633.11	756.65	888.71	1026	1166.7	1309.7	1455.3
796.09	897.46	1011.3	1133.9	1262.6	1395.8	1533.2
685.87	801.32	927.04	1059.4	1196.2	1336	1479
701.59	814.81	938.72	1069.6	1205.2	1344.1	1486.3
540.01	680.66	824.98	971.33	1118.9	1267.3	1417.2
505.29	653.46	802.68	952.46	1102.6	1252.9	1404.4
701.04	814.34	938.32	1069.3	1204.9	1343.8	1486.1
650.09	770.91	900.88	1036.6	1176	1318	1462.7
512.9	659.36	807.49	956.52	1106.1	1256	1407.1
616.32	742.65	876.82	1015.7	1157.7	1301.7	1448
518.31	663.58	810.94	959.43	1108.6	1258.2	1409.1
695.58	809.64	934.24	1065.7	1201.7	1341	1483.5
628.47	752.77	885.41	1023.2	1164.2	1307.4	1453.2
615.93	742.33	876.55	1015.5	1157.5	1301.5	1447.9
720.22	830.91	952.73	1081.9	1216.2	1353.9	1495.2
684.19	799.88	925.79	1058.3	1195.2	1335.1	1478.2
666.26	784.6	912.62	1046.8	1185	1326	1470
499.1	648.68	798.8	949.19	1099.8	1250.4	1402.2
573.38	707.43	847.2	990.27	1135.4	1281.9	1430.3
612.55	739.53	874.18	1013.5	1155.7	1299.9	1446.4
660.35	779.58	908.32	1043	1181.7	1323.1	1467.3
661.17	780.28	908.91	1043.6	1182.2	1323.5	1467.7
802.43	903.09	1016.3	1138.3	1266.6	1399.4	1536.5
